dataset;fold;eq_odds;av_odds;av_pred_diff;cof_variation_allgroups;entropy_index_allgroups;theil_index_allgroups;eq_opportunity;stat_parity;error_rate;false_discovery_rate_dif;false_negative_rate_diff;false_omisson_rate_dif;pred_equality;binary_confusion_matrix;ppv;npv;selection_rate;accuracy;f1-score
adult;0;0,009;0,002;-0,269;0,016;0,000;0,000;-0,004;0,005;0,038;0,571;0,004;0,033;0,009;{'GTP': 507,8258724389598, 'GFP': 1631,0715409237891, 'GTN': 5255,928459076211, 'GFN': 1650,1741275610402};0,282;0,762;0,004;0,760;0,010
adult;1;0,003;-0,003;-0,026;0,020;0,000;0,000;-0,002;-0,003;0,099;-0,846;0,002;0,101;-0,003;{'GTP': 493,03304659947753, 'GFP': 1590,8554736427031, 'GTN': 5296,144526357297, 'GFN': 1664,9669534005225};0,147;0,761;0,004;0,759;0,005
adult;2;0,025;0,021;0,092;0,018;0,000;0,000;0,025;0,019;0,025;-0,167;-0,025;0,018;0,017;{'GTP': 512,7289676945657, 'GFP': 1635,6857917197049, 'GTN': 5250,314208280295, 'GFN': 1645,2710323054343};0,207;0,761;0,003;0,760;0,005
adult;3;0,017;0,007;-0,216;0,020;0,000;0,000;-0,003;0,013;-0,045;0,375;0,003;-0,057;0,017;{'GTP': 532,7599432654679, 'GFP': 1700,8118193838745, 'GTN': 5185,1881806161255, 'GFN': 1625,2400567345321};0,204;0,761;0,005;0,758;0,009
adult;4;0,013;0,005;-0,150;0,020;0,000;0,000;-0,003;0,011;-0,075;0,214;0,003;-0,085;0,013;{'GTP': 498,43736961483955, 'GFP': 1587,9381411727518, 'GTN': 5298,061858827248, 'GFN': 1659,5626303851604};0,237;0,761;0,004;0,759;0,008
kdd;0;0,158;0,081;0,086;0,026;0,000;0,000;0,158;0,015;0,011;-0,165;-0,158;0,008;0,004;{'GTP': 252,94420304186315, 'GFP': 408,36102614212143, 'GTN': 10870,63897385788, 'GFN': 468,05579695813685};0,667;0,956;0,026;0,949;0,400
kdd;1;0,003;0,003;0,074;0,022;0,000;0,000;0,003;0,009;0,026;-0,124;-0,003;0,025;0,002;{'GTP': 268,2778499975758, 'GFP': 444,990799044558, 'GTN': 10834,009200955443, 'GFN': 452,7221500024242};0,634;0,957;0,029;0,948;0,416
kdd;2;0,047;0,025;0,052;0,023;0,000;0,000;0,047;0,007;0,012;-0,095;-0,047;0,010;0,002;{'GTP': 263,2689960155085, 'GFP': 399,2343315011716, 'GTN': 10879,765668498829, 'GFN': 457,7310039844915};0,679;0,956;0,026;0,949;0,410
kdd;3;0,122;-0,060;0,010;0,027;0,000;0,000;-0,122;0,003;0,037;0,015;0,122;0,036;0,002;{'GTP': 238,88922670448528, 'GFP': 362,37463112029536, 'GTN': 10916,625368879704, 'GFN': 482,1107732955147};0,691;0,954;0,022;0,948;0,371
kdd;4;0,053;-0,026;0,003;0,029;0,000;0,000;-0,053;0,002;0,016;0,008;0,053;0,015;0,001;{'GTP': 228,7404627365613, 'GFP': 421,8797769433981, 'GTN': 10856,120223056601, 'GFN': 493,2595372634387};0,675;0,953;0,021;0,947;0,346
german_credit;0;0,969;-0,859;0,024;0,260;0,034;0,041;-0,969;-0,806;-0,165;-0,690;0,969;0,358;-0,750;{'GTP': 36,08976608514786, 'GFP': 74,91266893967986, 'GTN': 65,08733106032014, 'GFN': 23,910233914852142};0,321;0,742;0,670;0,460;0,443
german_credit;1;0,967;-0,799;-0,002;0,267;0,036;0,042;-0,967;-0,719;-0,093;-0,646;0,967;0,350;-0,631;{'GTP': 35,223402097821236, 'GFP': 67,62448308244348, 'GTN': 72,37551691755652, 'GFN': 24,776597902178764};0,371;0,798;0,580;0,550;0,489
german_credit;2;0,969;-0,837;0,052;0,257;0,033;0,041;-0,969;-0,775;-0,051;-0,667;0,969;0,437;-0,705;{'GTP': 36,70042335987091, 'GFP': 74,382917445153, 'GTN': 65,617082554847, 'GFN': 23,29957664012909};0,341;0,779;0,660;0,490;0,469
german_credit;3;0,852;-0,797;0,093;0,334;0,056;0,070;-0,852;-0,767;-0,011;-0,742;0,852;0,444;-0,742;{'GTP': 31,944584496319294, 'GFP': 73,2663438282907, 'GTN': 66,7336561717093, 'GFN': 28,055415503680706};0,274;0,658;0,620;0,420;0,370
german_credit;4;0,946;-0,819;-0,041;0,244;0,030;0,036;-0,946;-0,763;-0,178;-0,650;0,946;0,269;-0,691;{'GTP': 38,273562517017126, 'GFP': 71,43130688369274, 'GTN': 68,56869311630726, 'GFN': 21,726437482982874};0,346;0,781;0,635;0,505;0,471
dutch;0;0,074;-0,013;0,153;0,063;0,002;0,002;-0,074;0,168;0,114;-0,055;0,074;0,251;0,049;{'GTP': 4060,0983724901453, 'GFP': 1226,199109942725, 'GTN': 5104,800890057275, 'GFN': 1692,9016275098547};0,883;0,775;0,381;0,816;0,786
dutch;1;0,066;0,007;0,158;0,056;0,002;0,002;-0,051;0,209;0,110;-0,058;0,051;0,257;0,066;{'GTP': 4132,435690254439, 'GFP': 1233,0536549948738, 'GTN': 5097,946345005126, 'GFN': 1620,5643097455613};0,882;0,786;0,393;0,824;0,797
dutch;2;0,114;-0,053;0,183;0,089;0,004;0,004;-0,114;0,132;0,122;-0,093;0,114;0,274;0,008;{'GTP': 3811,83622255153, 'GFP': 1151,6788608510542, 'GTN': 5179,321139148946, 'GFN': 1941,1637774484698};0,890;0,764;0,367;0,811;0,776
dutch;3;0,094;-0,039;0,178;0,085;0,004;0,004;-0,094;0,149;0,124;-0,082;0,094;0,274;0,016;{'GTP': 3745,7484062337317, 'GFP': 972,0757479993554, 'GTN': 5359,924252000645, 'GFN': 2006,2515937662683};0,899;0,760;0,358;0,810;0,772
dutch;4;0,124;-0,057;0,195;0,095;0,004;0,004;-0,124;0,138;0,130;-0,098;0,124;0,292;0,010;{'GTP': 3794,373862847686, 'GFP': 1143,0114209210587, 'GTN': 5188,988579078941, 'GFN': 1957,6261371523142};0,888;0,763;0,367;0,809;0,773
bank;0;0,005;-0,003;-0,517;0,019;0,000;0,000;-0,005;-0,001;-0,034;0,000;0,005;-0,034;0,000;{'GTP': 174,13033593728323, 'GFP': 363,93297228884535, 'GTN': 7621,067027711155, 'GFN': 883,8696640627168};0,957;0,885;0,003;0,885;0,041
bank;1;0,136;-0,098;0,143;0,089;0,004;0,005;-0,136;-0,066;0,413;-0,823;0,136;0,462;-0,059;{'GTP': 276,0969472880388, 'GFP': 846,21089851364, 'GTN': 7138,78910148636, 'GFN': 780,9030527119612};0,245;0,894;0,077;0,844;0,195
bank;2;0,123;-0,119;0,845;0,083;0,003;0,005;-0,115;-0,040;0,640;-0,865;0,115;0,826;-0,123;{'GTP': 312,8780839443207, 'GFP': 1703,4224761250225, 'GTN': 6280,5775238749775, 'GFN': 745,1219160556793};0,172;0,892;0,142;0,790;0,189
bank;3;0,342;-0,205;0,196;0,133;0,009;0,011;-0,342;-0,167;0,353;0,124;0,342;0,516;-0,068;{'GTP': 349,9267675211886, 'GFP': 2243,906350412988, 'GTN': 5740,093649587012, 'GFN': 708,0732324788114};0,124;0,885;0,242;0,702;0,168
bank;4;0,200;0,179;0,091;0,033;0,001;0,001;0,200;0,205;0,082;-0,157;-0,200;0,025;0,157;{'GTP': 716,0427841963246, 'GFP': 3101,324380830134, 'GTN': 4882,675619169866, 'GFN': 341,95721580367535};0,199;0,939;0,405;0,639;0,308
credit_card;0;;;0,397;0,022;0,000;0,000;;;-0,823;0,366;;0,159;;{'GTP': 492,6122351256199, 'GFP': 873,7318352262373, 'GTN': 3798,2681647737627, 'GFN': 835,3877648743801};0,624;0,829;0,112;0,806;0,418
credit_card;1;;;0,390;0,036;0,001;0,001;;;-0,836;0,364;;0,143;;{'GTP': 506,0896564684808, 'GFP': 903,2946000052616, 'GTN': 3769,7053999947384, 'GFN': 820,9103435315192};0,616;0,834;0,122;0,807;0,439
credit_card;2;;;0,392;0,018;0,000;0,000;;;-0,815;0,380;;0,164;;{'GTP': 543,6872679456137, 'GFP': 886,2948021362536, 'GTN': 3786,7051978637464, 'GFN': 783,3127320543863};0,662;0,848;0,136;0,823;0,504
credit_card;3;;;0,420;0,025;0,000;0,000;;;-0,864;0,286;;0,126;;{'GTP': 498,8900037910789, 'GFP': 745,5053187939338, 'GTN': 3927,494681206066, 'GFN': 828,1099962089211};0,751;0,841;0,106;0,832;0,485
credit_card;4;;;0,429;0,021;0,000;0,000;;;-0,870;0,262;;0,120;;{'GTP': 484,27027935162187, 'GFP': 754,5012222819714, 'GTN': 3918,4987777180286, 'GFN': 842,7297206483781};0,730;0,836;0,100;0,825;0,455
compass_7k;0;0,013;0,002;-0,006;0,006;207493262745,117;207360522056,300;0,013;-0,271;-0,011;-0,007;-0,013;-0,018;-0,009;{'GTP': 548,1459122747183, 'GFP': 8,498772184546624, 'GTN': 664,5012278154534, 'GFN': 13,854087725281715};0,988;0,994;0,457;0,991;0,990
compass_7k;1;0,027;0,012;-0,023;0,007;226064143327,895;22602000679,942;0,027;-0,178;-0,013;0,014;-0,027;-0,031;-0,003;{'GTP': 544,5569493472576, 'GFP': 12,139995904298672, 'GTN': 660,8600040957014, 'GFN': 17,443050652742386};0,982;0,985;0,455;0,984;0,982
compass_7k;2;0,012;0,005;-0,025;0,007;218761548000,377;218888820057,521;0,012;-0,193;-0,006;0,021;-0,012;-0,029;-0,001;{'GTP': 537,4462198801339, 'GFP': 11,297124409128928, 'GTN': 661,702875590871, 'GFN': 23,553780119866133};0,984;0,979;0,451;0,981;0,979
compass_7k;3;0,031;0,018;-0,032;0,012;69377161651,841;694436285,111;0,031;-0,183;-0,010;0,027;-0,031;-0,038;0,005;{'GTP': 542,7576613724232, 'GFP': 15,734301380780417, 'GTN': 656,2656986192196, 'GFN': 19,242338627576828};0,974;0,985;0,459;0,980;0,978
compass_7k;4;0,053;0,023;-0,034;0,017;0,000;0,000;0,053;-0,189;-0,029;0,008;-0,053;-0,060;-0,006;{'GTP': 536,1119135376066, 'GFP': 11,929251157169322, 'GTN': 660,0707488428307, 'GFN': 25,888086462393403};0,980;0,973;0,450;0,976;0,974
compass_4k;0;0,009;-0,004;0,012;0,003;5039271278,822;5036640985,970;0,000;-0,231;-0,007;-0,024;0,000;0,000;-0,009;{'GTP': 125,66364216804504, 'GFP': 3,0753609068890917, 'GTN': 669,924639093111, 'GFN': 4,336357831954956};0,985;1,000;0,164;0,998;0,992
compass_4k;1;0,012;-0,006;0,023;0,003;5408112492,188;5412233314,497;0,000;-0,141;-0,010;-0,047;0,000;0,000;-0,012;{'GTP': 125,33839219808578, 'GFP': 4,132023580198791, 'GTN': 668,8679764198012, 'GFN': 4,661607801914215};0,963;1,000;0,168;0,994;0,981
compass_4k;2;0,006;0,003;-0,055;0,003;5402237458,952;5394283044,681;0,000;-0,149;0,007;0,110;0,000;0,000;0,006;{'GTP': 124,30124862492085, 'GFP': 4,062313767997801, 'GTN': 668,9376862320023, 'GFN': 5,698751375079155};0,970;0,997;0,164;0,993;0,977
compass_4k;3;0,004;-0,002;0,006;0,001;879232228,543;879753387,417;0,000;-0,204;-0,003;-0,012;0,000;0,000;-0,004;{'GTP': 127,89106273651123, 'GFP': 3,1925488683467833, 'GTN': 668,8074511316531, 'GFN': 3,1089372634887695};0,985;1,000;0,166;0,998;0,992
compass_4k;4;0,017;-0,008;0,027;0,005;136926221172,615;137250017817,465;0,000;-0,139;-0,013;-0,055;0,000;0,000;-0,017;{'GTP': 126,82111257314682, 'GFP': 7,729906933582377, 'GTN': 664,2700930664176, 'GFN': 4,17888742685318};0,942;1,000;0,173;0,990;0,970
diabetes;0;0,041;-0,041;0,019;0,020;0,000;0,000;-0,040;-0,040;0,016;-0,006;0,040;0,031;-0,041;{'GTP': 5032,380801923573, 'GFP': 1543,8270519040525, 'GTN': 669,1729480959475, 'GFN': 1897,619198076427};0,765;0,306;0,902;0,720;0,831
diabetes;1;0,011;0,006;0,029;0,004;8775566747,326;8773019376,067;0,001;0,003;0,009;0,009;-0,001;0,067;0,011;{'GTP': 5407,333170220256, 'GFP': 1669,5552484095097, 'GTN': 543,4447515904903, 'GFN': 1522,6668297797441};0,761;0,461;0,986;0,757;0,861
diabetes;2;0,011;-0,004;-0,077;0,004;9458509070,597;9455757203,992;0,003;-0,001;0,006;0,009;-0,003;-0,146;-0,011;{'GTP': 5371,702778859064, 'GFP': 1649,052530169487, 'GTN': 563,947469830513, 'GFN': 1558,297221140936};0,763;0,538;0,983;0,759;0,862
diabetes;3;0,014;-0,007;-0,043;0,001;3146602880,319;3146441013,604;-0,001;-0,004;0,003;0,003;0,001;-0,082;-0,014;{'GTP': 5315,071753203869, 'GFP': 1628,6336860209703, 'GTN': 584,3663139790297, 'GFN': 1614,9282467961311};0,762;0,439;0,978;0,755;0,859
diabetes;4;0,018;0,011;0,003;0,007;22143652295,467;22134637295,816;0,003;0,007;0,011;0,012;-0,003;0,018;0,018;{'GTP': 5177,101215541363, 'GFP': 1593,8169207274914, 'GTN': 620,1830792725086, 'GFN': 1751,8987844586372};0,764;0,541;0,980;0,759;0,862
ricci;0;0,900;0,888;-0,365;0,577;0,167;0,144;0,900;0,889;0,111;0,167;-0,900;-0,563;0,875;{'GTP': 5,9758575558662415, 'GFP': 5,988021522760391, 'GTN': 6,011978477239609, 'GFN': 6,0241424441337585};0,375;0,438;0,333;0,417;0,300
ricci;1;0,714;0,395;-0,402;0,267;0,036;0,036;0,714;0,417;-0,167;-0,030;-0,714;-0,833;0,075;{'GTP': 5,53200700879097, 'GFP': 6,717714786529541, 'GTN': 6,282285213470459, 'GFN': 5,46799299120903};0,353;0,286;0,708;0,333;0,429
ricci;2;0,000;;-0,324;0,191;0,018;0,017;;0,000;0,647;0,647;;0,000;0,000;{'GTP': 5,713343322277069, 'GFP': 6,983250916004181, 'GTN': 6,016749083995819, 'GFN': 5,286656677722931};0,458;0,000;1,000;0,458;0,629
ricci;3;0,000;0,000;-0,108;0,070;0,002;0,002;0,000;0,000;0,215;0,215;0,000;0,000;0,000;{'GTP': 5,900477707386017, 'GFP': 6,45946878194809, 'GTN': 5,54053121805191, 'GFN': 5,099522292613983};0,478;0,000;1,000;0,478;0,647
ricci;4;0,000;0,000;-0,152;0,099;0,005;0,005;0,000;0,000;0,303;0,303;0,000;0,000;0,000;{'GTP': 5,868314623832703, 'GFP': 6,384630441665649, 'GTN': 5,615369558334351, 'GFN': 5,131685376167297};0,478;0,000;1,000;0,478;0,647
student_math;0;;;-0,463;0,143;0,010;0,010;;;0,535;-0,474;;-0,400;;{'GTP': 44,30889657139778, 'GFP': 16,740537859499454, 'GTN': 9,259462140500546, 'GFN': 8,691103428602219};0,694;0,571;0,911;0,684;0,800
student_math;1;0,333;;-0,565;0,053;0,001;0,001;;-0,758;-0,152;-0,120;;-0,250;-0,333;{'GTP': 41,364303439855576, 'GFP': 11,193670935928822, 'GTN': 14,806329064071178, 'GFN': 11,635696560144424};0,833;0,842;0,759;0,835;0,885
student_math;2;0,692;-0,327;0,032;0,048;0,001;0,001;0,038;-0,622;-0,256;-0,265;-0,038;-0,200;-0,692;{'GTP': 42,80577654391527, 'GFP': 15,82510244846344, 'GTN': 10,17489755153656, 'GFN': 10,194223456084728};0,746;0,750;0,848;0,747;0,833
student_math;3;0,750;-0,475;0,202;0,099;0,005;0,005;-0,200;-0,391;0,003;-0,071;0,200;0,333;-0,750;{'GTP': 39,603353306651115, 'GFP': 11,495728272944689, 'GTN': 14,504271727055311, 'GFN': 13,396646693348885};0,821;0,696;0,709;0,785;0,844
student_math;4;0,800;-0,491;0,171;0,138;0,010;0,009;-0,182;-0,561;-0,104;-0,200;0,182;0,143;-0,800;{'GTP': 38,93137511610985, 'GFP': 10,34696789085865, 'GTN': 15,65303210914135, 'GFN': 14,068624883890152};0,902;0,750;0,646;0,848;0,885
student_port;0;0,000;;-0,476;0,115;0,007;0,006;;0,000;0,952;0,952;;0,000;0,000;{'GTP': 107,48750710487366, 'GFP': 16,027079194784164, 'GTN': 3,9729208052158356, 'GFN': 2,5124928951263428};0,859;1,000;0,985;0,862;0,924
student_port;1;0,200;-0,200;-0,015;0,065;0,002;0,002;-0,200;-0,284;0,337;0,364;0,200;0,333;-0,200;{'GTP': 102,06311674416065, 'GFP': 12,687960639595985, 'GTN': 7,312039360404015, 'GFN': 7,936883255839348};0,883;0,600;0,923;0,862;0,922
student_port;2;;;0,128;0,083;0,003;0,003;0,000;0,000;-0,256;-0,256;0,000;0,000;;{'GTP': 102,86385643482208, 'GFP': 14,134414434432983, 'GTN': 5,865585565567017, 'GFN': 7,1361435651779175};0,866;1,000;0,977;0,869;0,928
student_port;3;0,750;-0,399;-0,161;0,057;0,002;0,002;-0,048;-0,329;-0,024;-0,054;0,048;-0,375;-0,750;{'GTP': 95,07012109458447, 'GFP': 9,175571464002132, 'GTN': 10,824428535997868, 'GFN': 14,929878905415535};0,929;0,706;0,869;0,900;0,942
student_port;4;0,667;-0,560;0,128;0,289;0,042;0,046;-0,453;-0,518;0,278;-0,089;0,453;0,167;-0,667;{'GTP': 75,65559341013432, 'GFP': 8,814491283148527, 'GTN': 11,185508716851473, 'GFN': 33,344406589865685};0,911;0,308;0,698;0,729;0,824
law;0;0,302;-0,187;-0,072;0,019;0,000;0,000;-0,072;-0,159;0,177;0,166;0,072;0,022;-0,302;{'GTP': 3412,5408397763968, 'GFP': 320,5659400075674, 'GTN': 138,4340599924326, 'GFN': 288,45916022360325};0,907;0,619;0,967;0,898;0,945
law;1;0,303;-0,196;-0,206;0,020;0,000;0,000;-0,089;-0,163;0,191;0,171;0,089;-0,242;-0,303;{'GTP': 3417,095528677106, 'GFP': 320,21745051443577, 'GTN': 138,78254948556423, 'GFN': 283,9044713228941};0,908;0,604;0,964;0,897;0,945
law;2;0,289;-0,191;-0,087;0,013;87878408648,040;87119092725,143;-0,094;-0,149;0,170;0,134;0,094;-0,040;-0,289;{'GTP': 3431,369966953993, 'GFP': 321,3068827241659, 'GTN': 137,69311727583408, 'GFN': 269,63003304600716};0,905;0,633;0,971;0,897;0,945
law;3;0,416;-0,262;0,017;0,004;7346557932,547;7338094517,134;-0,107;-0,197;0,152;0,110;0,107;0,145;-0,416;{'GTP': 3403,1812129616737, 'GFP': 310,7430099248886, 'GTN': 147,2569900751114, 'GFN': 297,81878703832626};0,912;0,667;0,962;0,902;0,947
law;4;0,421;-0,262;-0,160;0,006;18177778031,097;181495004460,866;-0,104;-0,202;0,161;0,130;0,104;-0,191;-0,421;{'GTP': 3402,8842348456383, 'GFP': 312,29002694785595, 'GTN': 145,70997305214405, 'GFN': 298,1157651543617};0,911;0,609;0,959;0,899;0,945
